WP          ,WN          ,LP          ,LN          ,Delay       ,Energy      ,NM          ,Norm Delay  ,Norm Energy ,1/NM        
9.708571e-07,8.000000e-08,1.096533e-07,1.200000e-07,5.510847e-08,1.931077e-15,1.223901e-01,9.771138e-02,1.077693e-01,1.225589e-01
9.708571e-07,8.000000e-08,1.062921e-07,1.237947e-07,5.538142e-08,1.938600e-15,1.220736e-01,9.786288e-02,1.096501e-01,1.228767e-01
1.378057e-06,2.808815e-07,1.200000e-07,6.000000e-08,7.027252e-08,1.992275e-15,1.113009e-01,1.054960e-01,1.230687e-01,1.347698e-01
1.095739e-06,1.499061e-07,1.134506e-07,8.622045e-08,7.242248e-08,1.947440e-15,1.165006e-01,1.263169e-01,1.118600e-01,1.287547e-01
9.970653e-07,9.564613e-08,1.078103e-07,1.124489e-07,5.401371e-08,1.935929e-15,1.263708e-01,9.563036e-02,1.089821e-01,1.186983e-01
1.028595e-06,9.564613e-08,1.078103e-07,1.124489e-07,5.266373e-08,1.940716e-15,1.266861e-01,9.311742e-02,1.101790e-01,1.184029e-01
9.970653e-07,9.867073e-08,1.078103e-07,1.124489e-07,5.400240e-08,1.933797e-15,1.266971e-01,9.563623e-02,1.084492e-01,1.183926e-01
9.970653e-07,9.564613e-08,1.112195e-07,1.124489e-07,5.375442e-08,1.935936e-15,1.263906e-01,9.548160e-02,1.089841e-01,1.186797e-01
9.970653e-07,9.564613e-08,1.078103e-07,1.160048e-07,5.408974e-08,1.934646e-15,1.261824e-01,9.562626e-02,1.086614e-01,1.188756e-01
1.006296e-06,1.080266e-07,1.088300e-07,1.132079e-07,5.353179e-08,1.940373e-15,1.269546e-01,9.487922e-02,1.100933e-01,1.181525e-01
1.000971e-06,1.009473e-07,1.082444e-07,1.127738e-07,5.377748e-08,1.936585e-15,1.269801e-01,9.530547e-02,1.091461e-01,1.181287e-01
1.032625e-06,1.009473e-07,1.082444e-07,1.127738e-07,5.236099e-08,1.939936e-15,1.273436e-01,9.280915e-02,1.099839e-01,1.177916e-01
1.000971e-06,1.041395e-07,1.082444e-07,1.127738e-07,5.381705e-08,1.939484e-15,1.273570e-01,9.532402e-02,1.098710e-01,1.177791e-01
1.000971e-06,1.009473e-07,1.116674e-07,1.127738e-07,5.350531e-08,1.936044e-15,1.270016e-01,9.515524e-02,1.090110e-01,1.181088e-01
1.000971e-06,1.009473e-07,1.082444e-07,1.163400e-07,5.389209e-08,1.938071e-15,1.267696e-01,9.530301e-02,1.095178e-01,1.183249e-01
1.003556e-06,9.881473e-08,1.086929e-07,1.125883e-07,5.368258e-08,1.938350e-15,1.267787e-01,9.508857e-02,1.095875e-01,1.183164e-01
1.001906e-06,1.001749e-07,1.084068e-07,1.127066e-07,5.371224e-08,1.936107e-15,1.269067e-01,9.522170e-02,1.090268e-01,1.181971e-01
1.033589e-06,1.001749e-07,1.084068e-07,1.127066e-07,5.230161e-08,1.941511e-15,1.272646e-01,9.272701e-02,1.103778e-01,1.178647e-01
1.001906e-06,1.033427e-07,1.084068e-07,1.127066e-07,5.379034e-08,1.939719e-15,1.272780e-01,9.524074e-02,1.099298e-01,1.178523e-01
1.001906e-06,1.001749e-07,1.118349e-07,1.127066e-07,5.344696e-08,1.936716e-15,1.269281e-01,9.507052e-02,1.091790e-01,1.181771e-01
1.001906e-06,1.001749e-07,1.084068e-07,1.162707e-07,5.383831e-08,1.938117e-15,1.266982e-01,9.521894e-02,1.095292e-01,1.183916e-01
1.003114e-06,9.885793e-08,1.083807e-07,1.125112e-07,5.365362e-08,1.934308e-15,1.267818e-01,9.512251e-02,1.085771e-01,1.183135e-01
1.034836e-06,9.885793e-08,1.083807e-07,1.125112e-07,5.224301e-08,1.936971e-15,1.271303e-01,9.262929e-02,1.092429e-01,1.179892e-01
1.003114e-06,1.019841e-07,1.083807e-07,1.125112e-07,5.372695e-08,1.944531e-15,1.271431e-01,9.514243e-02,1.111327e-01,1.179773e-01
1.003114e-06,9.885793e-08,1.118080e-07,1.125112e-07,5.341799e-08,1.934441e-15,1.268029e-01,9.497174e-02,1.086103e-01,1.182938e-01
1.003114e-06,9.885793e-08,1.083807e-07,1.160691e-07,5.378677e-08,1.938977e-15,1.265769e-01,9.511929e-02,1.097443e-01,1.185050e-01
1.006813e-06,9.809943e-08,1.085977e-07,1.117499e-07,5.353865e-08,1.938249e-15,1.267836e-01,9.482799e-02,1.095622e-01,1.183119e-01
1.004208e-06,9.863272e-08,1.084449e-07,1.122852e-07,5.359790e-08,1.934170e-15,1.267822e-01,9.503090e-02,1.085426e-01,1.183131e-01
1.035964e-06,9.863272e-08,1.084449e-07,1.122852e-07,5.224071e-08,1.941671e-15,1.271308e-01,9.255376e-02,1.104177e-01,1.179887e-01
1.004208e-06,1.017518e-07,1.084449e-07,1.122852e-07,5.367121e-08,1.944663e-15,1.271433e-01,9.505073e-02,1.111657e-01,1.179772e-01
1.004208e-06,9.863272e-08,1.118742e-07,1.122852e-07,5.336252e-08,1.934150e-15,1.268034e-01,9.488001e-02,1.085376e-01,1.182934e-01
1.004208e-06,9.863272e-08,1.084449e-07,1.158359e-07,5.373106e-08,1.938278e-15,1.265766e-01,9.502770e-02,1.095695e-01,1.185053e-01
1.004409e-06,9.838822e-08,1.085443e-07,1.120626e-07,5.358070e-08,1.934042e-15,1.267709e-01,9.500985e-02,1.085106e-01,1.183236e-01
1.004409e-06,9.838822e-08,1.085443e-07,1.120626e-07,5.358070e-08,1.934042e-15,1.267709e-01,9.500985e-02,1.085106e-01,1.183236e-01
