WP          ,WN          ,LP          ,LN          ,rise        ,fall        ,pwr         ,-NM_h       ,-NM_l       
7.959233e-06,1.200000e-05,3.969956e-08,1.178478e-07,1.495598e-09,1.517006e-09,3.551315e-06,1.210826e-01,1.212336e-01,4.564312e-01,1.432522e-01,-4.041121e-01
7.959233e-06,1.200000e-05,3.970081e-08,1.178441e-07,1.495849e-09,1.516903e-09,3.550681e-06,1.210874e-01,1.212295e-01,4.563942e-01,1.432265e-01,-4.040984e-01
7.873467e-06,1.200000e-05,3.972076e-08,1.172528e-07,1.512883e-09,1.496336e-09,3.502657e-06,1.214610e-01,1.208733e-01,4.603157e-01,1.412743e-01,-4.048700e-01
7.929232e-06,1.200000e-05,3.970694e-08,1.176369e-07,1.501600e-09,1.509769e-09,3.534277e-06,1.212135e-01,1.211052e-01,4.562861e-01,1.425596e-01,-4.040448e-01
7.929483e-06,1.200000e-05,3.970694e-08,1.176369e-07,1.501562e-09,1.509781e-09,3.534389e-06,1.212130e-01,1.211056e-01,4.562726e-01,1.425642e-01,-4.040432e-01
7.929232e-06,1.200038e-05,3.970694e-08,1.176369e-07,1.501610e-09,1.509740e-09,3.534283e-06,1.212138e-01,1.211048e-01,4.562898e-01,1.425599e-01,-4.040461e-01
7.929232e-06,1.200000e-05,3.970694e-08,1.176406e-07,1.501599e-09,1.509870e-09,3.534277e-06,1.212126e-01,1.211062e-01,4.562858e-01,1.425596e-01,-4.040419e-01
7.929232e-06,1.200000e-05,3.970820e-08,1.176369e-07,1.501851e-09,1.509769e-09,3.533646e-06,1.212174e-01,1.211021e-01,4.563756e-01,1.425340e-01,-4.040580e-01
7.950864e-06,1.199792e-05,3.969199e-08,1.176425e-07,1.495320e-09,1.511101e-09,3.551395e-06,1.211214e-01,1.211833e-01,4.543220e-01,1.432555e-01,-4.039443e-01
7.951115e-06,1.199792e-05,3.969199e-08,1.176425e-07,1.495283e-09,1.511113e-09,3.551507e-06,1.211209e-01,1.211838e-01,4.543262e-01,1.432601e-01,-4.039458e-01
7.950864e-06,1.199830e-05,3.969199e-08,1.176425e-07,1.495331e-09,1.511072e-09,3.551402e-06,1.211218e-01,1.211829e-01,4.543117e-01,1.432558e-01,-4.039432e-01
7.950864e-06,1.199792e-05,3.969199e-08,1.176462e-07,1.495320e-09,1.511203e-09,3.551395e-06,1.211205e-01,1.211843e-01,4.543585e-01,1.432555e-01,-4.039477e-01
7.950864e-06,1.199792e-05,3.969325e-08,1.176425e-07,1.495570e-09,1.511101e-09,3.550761e-06,1.211254e-01,1.211802e-01,4.543220e-01,1.432297e-01,-4.039341e-01
7.921333e-06,1.200000e-05,3.969933e-08,1.174391e-07,1.501304e-09,1.504023e-09,3.534602e-06,1.212523e-01,1.210565e-01,4.561803e-01,1.425728e-01,-4.041742e-01
7.941602e-06,1.200000e-05,3.969429e-08,1.175787e-07,1.497231e-09,1.508760e-09,3.546150e-06,1.211636e-01,1.211420e-01,4.547256e-01,1.430423e-01,-4.038787e-01
7.947239e-06,1.199947e-05,3.969289e-08,1.176175e-07,1.496088e-09,1.510127e-09,3.549354e-06,1.211386e-01,1.211664e-01,4.543173e-01,1.431725e-01,-4.038881e-01
7.947239e-06,1.199947e-05,3.969289e-08,1.176175e-07,1.496088e-09,1.510127e-09,3.549354e-06,1.211386e-01,1.211664e-01,4.543173e-01,1.431725e-01,-4.038881e-01
