WP          ,WN          ,LP          ,LN          ,Delay       ,Energy      ,NM          ,Norm Delay  ,Norm Energy ,1/NM        
1.868394e-06,1.328775e-07,7.892703e-08,8.000000e-08,1.272106e-06,2.315334e-15,1.296370e-01,4.329130e+00,5.724198e-01,6.942461e-01
1.927478e-06,1.328775e-07,7.892703e-08,8.000000e-08,1.271477e-06,2.336099e-15,1.290254e-01,4.326975e+00,5.776902e-01,6.975369e-01
1.868394e-06,1.370795e-07,7.892703e-08,8.000000e-08,1.272115e-06,2.323087e-15,1.295175e-01,4.329160e+00,5.743875e-01,6.948867e-01
1.868394e-06,1.328775e-07,8.142292e-08,8.000000e-08,1.272373e-06,2.320590e-15,1.294055e-01,4.330045e+00,5.737539e-01,6.954885e-01
1.868394e-06,1.328775e-07,7.892703e-08,8.252982e-08,1.272108e-06,2.316045e-15,1.297667e-01,4.329136e+00,5.726002e-01,6.935521e-01
1.868394e-06,1.328774e-07,7.892703e-08,8.000000e-08,1.272106e-06,2.315334e-15,1.296370e-01,4.329130e+00,5.724198e-01,6.942461e-01
1.927478e-06,1.328774e-07,7.892703e-08,8.000000e-08,1.271477e-06,2.336099e-15,1.290254e-01,4.326975e+00,5.776902e-01,6.975369e-01
1.868394e-06,1.370794e-07,7.892703e-08,8.000000e-08,1.272115e-06,2.323087e-15,1.295175e-01,4.329160e+00,5.743875e-01,6.948867e-01
1.868394e-06,1.328774e-07,8.142292e-08,8.000000e-08,1.272373e-06,2.320590e-15,1.294055e-01,4.330045e+00,5.737538e-01,6.954884e-01
1.868394e-06,1.328774e-07,7.892703e-08,8.252982e-08,1.272108e-06,2.316045e-15,1.297667e-01,4.329136e+00,5.726002e-01,6.935521e-01
1.868394e-06,1.328774e-07,7.892703e-08,8.000000e-08,1.272106e-06,2.315334e-15,1.296370e-01,4.329130e+00,5.724198e-01,6.942461e-01
1.927478e-06,1.328774e-07,7.892703e-08,8.000000e-08,1.271477e-06,2.336099e-15,1.290254e-01,4.326975e+00,5.776902e-01,6.975369e-01
1.868394e-06,1.370793e-07,7.892703e-08,8.000000e-08,1.272115e-06,2.323087e-15,1.295175e-01,4.329160e+00,5.743875e-01,6.948867e-01
1.868394e-06,1.328774e-07,8.142292e-08,8.000000e-08,1.272373e-06,2.320590e-15,1.294055e-01,4.330045e+00,5.737538e-01,6.954884e-01
1.868394e-06,1.328774e-07,7.892703e-08,8.252982e-08,1.272108e-06,2.316045e-15,1.297667e-01,4.329136e+00,5.726002e-01,6.935521e-01
1.868394e-06,1.328774e-07,7.892703e-08,8.000000e-08,1.272106e-06,2.315334e-15,1.296370e-01,4.329130e+00,5.724198e-01,6.942461e-01
1.927478e-06,1.328774e-07,7.892703e-08,8.000000e-08,1.271477e-06,2.336099e-15,1.290254e-01,4.326975e+00,5.776902e-01,6.975369e-01
1.868394e-06,1.370793e-07,7.892703e-08,8.000000e-08,1.272115e-06,2.323087e-15,1.295175e-01,4.329160e+00,5.743875e-01,6.948867e-01
1.868394e-06,1.328774e-07,8.142292e-08,8.000000e-08,1.272373e-06,2.320590e-15,1.294055e-01,4.330045e+00,5.737538e-01,6.954884e-01
1.868394e-06,1.328774e-07,7.892703e-08,8.252982e-08,1.272108e-06,2.316045e-15,1.297667e-01,4.329136e+00,5.726001e-01,6.935521e-01
1.868394e-06,1.328774e-07,7.892703e-08,8.000000e-08,1.272106e-06,2.315334e-15,1.296370e-01,4.329130e+00,5.724198e-01,6.942461e-01
1.927478e-06,1.328774e-07,7.892703e-08,8.000000e-08,1.271477e-06,2.336099e-15,1.290254e-01,4.326975e+00,5.776902e-01,6.975369e-01
1.868394e-06,1.370793e-07,7.892703e-08,8.000000e-08,1.272115e-06,2.323087e-15,1.295175e-01,4.329160e+00,5.743875e-01,6.948867e-01
1.868394e-06,1.328774e-07,8.142292e-08,8.000000e-08,1.272373e-06,2.320590e-15,1.294055e-01,4.330045e+00,5.737538e-01,6.954884e-01
1.868394e-06,1.328774e-07,7.892703e-08,8.252982e-08,1.272108e-06,2.316045e-15,1.297667e-01,4.329136e+00,5.726001e-01,6.935521e-01
1.868394e-06,1.328774e-07,7.892703e-08,8.000000e-08,1.272106e-06,2.315334e-15,1.296370e-01,4.329130e+00,5.724198e-01,6.942461e-01
1.927478e-06,1.328774e-07,7.892703e-08,8.000000e-08,1.271477e-06,2.336099e-15,1.290254e-01,4.326975e+00,5.776902e-01,6.975369e-01
1.868394e-06,1.370793e-07,7.892703e-08,8.000000e-08,1.272115e-06,2.323087e-15,1.295175e-01,4.329160e+00,5.743875e-01,6.948867e-01
1.868394e-06,1.328774e-07,8.142292e-08,8.000000e-08,1.272373e-06,2.320590e-15,1.294055e-01,4.330045e+00,5.737538e-01,6.954884e-01
1.868394e-06,1.328774e-07,7.892703e-08,8.252982e-08,1.272108e-06,2.316045e-15,1.297667e-01,4.329136e+00,5.726001e-01,6.935521e-01
1.868394e-06,1.328774e-07,7.892703e-08,8.000000e-08,1.272106e-06,2.315334e-15,1.296370e-01,4.329130e+00,5.724198e-01,6.942461e-01
1.868394e-06,1.328774e-07,7.892703e-08,8.000000e-08,1.272106e-06,2.315334e-15,1.296370e-01,4.329130e+00,5.724198e-01,6.942461e-01
1.868394e-06,1.328774e-07,7.892703e-08,8.000000e-08,1.272106e-06,2.315334e-15,1.296370e-01,4.329130e+00,5.724198e-01,6.942461e-01
1.868394e-06,1.328774e-07,7.892703e-08,8.000000e-08,1.272106e-06,2.315334e-15,1.296370e-01,4.329130e+00,5.724198e-01,6.942461e-01
1.868394e-06,1.328774e-07,7.892703e-08,8.000000e-08,1.272106e-06,2.315334e-15,1.296370e-01,4.329130e+00,5.724198e-01,6.942461e-01
1.868394e-06,1.328774e-07,7.892703e-08,8.000000e-08,1.272106e-06,2.315334e-15,1.296370e-01,4.329130e+00,5.724198e-01,6.942461e-01
1.868394e-06,1.328774e-07,7.892703e-08,8.000000e-08,1.272106e-06,2.315334e-15,1.296370e-01,4.329130e+00,5.724198e-01,6.942461e-01
1.868394e-06,1.328774e-07,7.892703e-08,8.000000e-08,1.272106e-06,2.315334e-15,1.296370e-01,4.329130e+00,5.724198e-01,6.942461e-01
1.868394e-06,1.328774e-07,7.892703e-08,8.000000e-08,1.272106e-06,2.315334e-15,1.296370e-01,4.329130e+00,5.724198e-01,6.942461e-01
